
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S3; S6),2.25573,2.25708,169818,10.5197,2.04394,8.47575,2.36329,100000
(S3; S7),2.28966,2.28903,174659,8.13206,2.58148,5.55058,1.64385,100000
(S3; S8),2.16851,2.16776,156644,8.79247,4.06703,4.72544,0.927864,100000
(S4; S5),2.16826,2.16941,156883,9.31465,3.38737,5.92728,1.32822,100000
(S4; S6),2.32067,2.32216,179750,2.77571,1.19601,1.57969,1.04603,100000
(S4; S7),2.35705,2.35651,185109,6.60445,5.77663,0.827824,0.215544,100000
(S4; S8),2.23024,2.22956,165704,8.19548,6.04153,2.15395,0.247853,100000
(S5; S6),2.51029,2.5124,210410,9.59907,3.56021,6.03886,-1.01318,100000
(S5; S7),2.3461,2.34603,183466,10.5603,4.47552,6.08482,-1.90846,100000
(S5; S8),2.22169,2.22147,164501,7.29292,5.2962,1.99672,-1.22074,100000
(S6; S7),2.51059,2.5108,210142,12.4131,10.4233,1.98983,-1.24323,100000
(S6; S8),2.37805,2.37807,188514,10.6478,9.08431,1.56348,-0.924099,100000
(S7; S8),2.76806,2.76569,254970,3.96422,2.60223,1.36198,-0.293002,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.43364,2.43013,196857,12.1201,10.6697,1.45044,0.199837,100000
(S1; S3),2.1751,2.17406,157565,20.0476,18.114,1.93365,0.314172,100000
(S1; S4),2.24004,2.23663,166758,10.8008,8.58559,2.21521,-0.317388,100000
(S1; S5),2.05837,2.05538,140825,6.13415,5.98484,0.149318,0.0613953,100000
(S1; S6),2.20764,2.20523,162110,13.5003,11.5289,1.97144,-0.263312,100000
(S1; S7),2.2356,2.23254,166150,13.8152,11.514,2.30121,0.597954,100000
(S1; S8),2.11517,2.11184,148669,7.56688,6.83592,0.730954,0.458892,100000
(S2; S3),2.33172,2.33419,181618,5.45288,3.35205,2.10083,-0.000505247,100000
(S2; S4),2.3997,2.39974,191960,5.38633,3.10502,2.28131,-0.224313,100000
(S2; S5),2.20578,2.20595,162212,5.30215,0.0815154,5.22064,-1.47763,100000
(S2; S6),2.3637,2.36474,186402,4.25576,0.532466,3.72329,-1.19635,100000
(S2; S7),2.3975,2.3979,191666,2.94387,1.90286,1.04101,0.526738,100000
(S2; S8),2.26565,2.26555,171092,2.28886,1.00086,1.288,-0.199533,100000
(S3; S4),2.46814,2.47056,203460,8.30969,7.19326,1.11643,0.187009,100000
(S3; S5),2.08763,2.08981,145582,5.42591,2.48713,2.93878,-0.591562,100000
(S3; S6),2.24005,2.24319,167736,7.97095,1.32419,6.64677,-0.478572,100000
(S3; S7),2.26974,2.27233,172121,9.04507,4.08033,4.96474,0.270169,100000
(S3; S8),2.14936,2.15135,154280,5.73387,3.93277,1.8011,-0.0412235,100000
(S4; S5),2.14718,2.14718,153685,4.16355,1.96152,2.20203,0.307806,100000
(S4; S6),2.30144,2.30228,176686,6.05487,2.96621,3.08866,-0.0145979,100000
(S4; S7),2.33328,2.33351,181513,8.30495,2.23629,6.06866,1.29346,100000
(S4; S8),2.21002,2.20975,162770,5.62543,0.784409,4.84102,1.02166,100000
(S5; S6),2.50297,2.50404,209008,5.3166,1.02477,4.29183,1.79702,100000
(S5; S7),2.33669,2.33706,182064,5.11979,2.33064,2.78914,0.973016,100000
(S5; S8),2.21092,2.21079,162923,2.55488,1.09707,1.45781,0.940622,100000
(S6; S7),2.50462,2.50593,209325,2.34066,1.74237,0.598292,0.507919,100000
(S6; S8),2.3676,2.36833,186970,3.215,1.52345,1.69155,0.177588,100000
(S7; S8),2.75854,2.75863,253670,6.72813,1.42458,5.30355,-0.108077,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.45196,2.45266,200520,4.33193,3.66552,0.666407,-0.0813079,100000
(S1; S3),2.20061,2.20077,161451,6.75357,4.97641,1.77717,-0.625167,100000
(S1; S4),2.25484,2.25503,169510,5.36737,3.51211,1.85527,0.975801,100000
(S1; S5),2.07522,2.07491,143511,2.1265,0.766916,1.35958,-0.635913,100000
(S1; S6),2.22598,2.22576,165134,0.534294,0.11668,0.417614,-0.456294,100000
(S1; S7),2.25846,2.25823,169990,2.55676,1.9613,0.595465,-0.7352,100000
(S1; S8),2.1424,2.14173,152904,5.56381,1.3948,4.16901,-1.96424,100000
(S2; S3),2.35482,2.35581,184997,5.966,3.22607,2.73993,-0.164361,100000
(S2; S4),2.41603,2.41709,194749,10.7869,4.61074,6.17614,1.54867,100000
(S2; S5),2.21664,2.21709,163854,5.18239,2.9549,2.2275,-1.20012,100000
(S2; S6),2.37838,2.37898,188654,3.94081,3.20714,0.733664,-0.699549,100000
(S2; S7),2.41656,2.41718,194762,7.62521,5.45303,2.17218,-0.892738,100000
(S2; S8),2.29109,2.29119,174989,7.7801,5.02214,2.75796,-1.57293,100000
(S3; S4),2.47897,2.47953,204938,10.8811,1.81449,9.06664,2.36559,100000
(S3; S5),2.10016,2.10016,147027,3.80843,2.04612,1.76231,0.201152,100000
(S3; S6),2.25355,2.25365,169304,6.77433,5.86043,0.913904,0.36869,100000
(S3; S7),2.28319,2.2833,173785,4.41576,2.54192,1.87384,0.70395,100000
(S3; S8),2.1654,2.16505,156253,8.40248,2.91654,5.48594,0.178463,100000
(S4; S5),2.15172,2.15175,154342,4.82356,1.13078,3.69278,-1.57678,100000
(S4; S6),2.30868,2.30882,177697,7.08444,4.90133,2.18311,-1.07678,100000
(S4; S7),2.34385,2.34399,183148,2.17213,0.647488,1.52464,-1.05832,100000
(S4; S8),2.22115,2.22081,164405,5.45785,2.04906,3.40879,-1.40195,100000
(S5; S6),2.5111,2.51067,210118,2.68737,2.16309,0.524274,-0.0888928,100000
(S5; S7),2.34375,2.34334,183043,0.457732,0.384455,0.0732774,-0.0123124,100000
(S5; S8),2.22226,2.2214,164490,1.7472,0.248134,1.49907,-0.340787,100000
(S6; S7),2.51061,2.51029,210056,5.52419,4.30175,1.22244,0.451296,100000
(S6; S8),2.37914,2.37833,188553,6.74591,2.43521,4.3107,-0.318307,100000
(S7; S8),2.76577,2.76483,254812,9.85793,2.1493,7.70863,-1.14065,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.44581,2.44488,199252,2.97777,1.60298,1.37479,-1.06275,100000
(S1; S3),2.18928,2.18969,159831,5.60449,0.944432,4.66006,-0.395047,100000
(S1; S4),2.24598,2.24617,168184,1.91589,1.26583,0.650059,0.0261164,100000
(S1; S5),2.07459,2.07369,143342,1.6966,1.18647,0.510126,0.138375,100000
(S1; S6),2.22422,2.22433,164923,2.68805,0.916,1.77205,0.272002,100000
(S1; S7),2.24978,2.24988,168736,6.76717,3.33279,3.43438,-1.17918,100000
(S1; S8),2.13447,2.13429,151845,5.78136,1.76754,4.01382,-0.573062,100000
(S2; S3),2.3474,2.34736,183676,14.0423,3.17945,10.8628,0.647011,100000
(S2; S4),2.40612,2.40584,192939,9.35259,2.56978,6.78282,2.03671,100000
(S2; S5),2.21781,2.2164,163749,2.1102,0.273299,1.8369,0.976067,100000
(S2; S6),2.38178,2.38142,189040,2.44044,1.53992,0.900523,0.748233,100000
(S2; S7),2.41195,2.41157,193858,5.12258,2.19642,2.92617,0.0610151,100000
(S2; S8),2.28671,2.28605,174205,6.20717,1.13463,5.07254,0.517632,100000
(S3; S4),2.4788,2.47992,205002,3.71449,1.96497,1.74952,0.605431,100000
(S3; S5),2.10688,2.10673,147948,7.95539,2.47293,5.48247,0.188552,100000
(S3; S6),2.25932,2.26026,170295,2.91449,0.456819,2.45768,-0.121685,100000
(S3; S7),2.28682,2.28775,174462,5.75811,2.79032,2.9678,-0.712976,100000
(S3; S8),2.16887,2.16947,156890,4.95108,2.36976,2.58132,-0.386418,100000
(S4; S5),2.15446,2.1541,154674,4.1154,2.92951,1.18589,0.0510502,100000
(S4; S6),2.3129,2.31362,178430,1.93489,0.97514,0.959748,-0.33846,100000
(S4; S7),2.34256,2.34327,183035,3.2304,2.09189,1.13851,-0.938753,100000
(S4; S8),2.21907,2.21945,164207,1.72566,0.597456,1.12821,-0.0386529,100000
(S5; S6),2.51593,2.51542,210912,3.66943,2.50581,1.16362,-0.600391,100000
(S5; S7),2.35017,2.34968,184035,4.09409,2.83742,1.25667,-0.23841,100000
(S5; S8),2.22748,2.22672,165280,5.87321,2.23358,3.63963,0.922461,100000
(S6; S7),2.52059,2.52128,211897,4.04461,1.60378,2.44083,-0.0256211,100000
(S6; S8),2.38914,2.38948,190322,6.07256,1.38835,4.68421,0.577105,100000
(S7; S8),2.77022,2.77059,255874,7.64698,2.59653,5.05045,1.79702,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.4459,2.44754,199688,13.535,6.03236,7.50262,0.243784,100000
(S1; S3),2.20389,2.20435,161980,14.1197,6.63351,7.48617,1.10244,100000
(S1; S4),2.26144,2.26141,170472,10.7711,9.3504,1.42075,-0.309122,100000
(S1; S5),2.07574,2.07673,143764,6.38905,3.04637,3.34268,0.0676885,100000
(S1; S6),2.2292,2.2294,165680,8.35251,5.97926,2.37325,0.569411,100000
(S1; S7),2.2571,2.25801,169963,23.2404,7.90417,15.3362,0.691233,100000
(S1; S8),2.141,2.1419,152935,21.6575,7.27166,14.3859,1.0187,100000
(S2; S3),2.35272,2.35302,184562,6.25391,2.88718,3.36673,1.39711,100000
(S2; S4),2.41858,2.41835,194953,10.97,6.36437,4.6056,-0.410724,100000
(S2; S5),2.21545,2.21636,163743,1.82027,0.838853,0.981419,-0.239488,100000
(S2; S6),2.37996,2.37999,188820,10.9767,8.73745,2.23926,-0.0982954,100000
(S2; S7),2.41304,2.41382,194223,6.29578,2.9961,3.29968,-0.563697,100000
(S2; S8),2.29113,2.2919,175101,7.28917,4.18321,3.10596,-0.341355,100000
(S3; S4),2.48345,2.48204,205354,9.24585,0.657508,8.58834,-1.28147,100000
(S3; S5),2.10819,2.10806,148134,3.48466,2.05802,1.42664,-0.8491,100000
(S3; S6),2.26127,2.26022,170292,4.22205,2.47871,1.74334,-0.711158,100000
(S3; S7),2.29187,2.29152,175040,2.3176,0.844858,1.47274,-0.607045,100000
(S3; S8),2.17456,2.17425,157585,2.5335,1.56661,0.96689,0.0857263,100000
(S4; S5),2.16357,2.16295,155948,5.15335,3.66672,1.48663,-0.524427,100000
(S4; S6),2.32409,2.32252,179805,3.14815,2.26096,0.887194,0.178616,100000
(S4; S7),2.35352,2.35266,184503,6.8663,2.3132,4.55311,0.0847295,100000
(S4; S8),2.23197,2.23117,165943,8.4383,2.77681,5.66149,0.845044,100000
(S5; S6),2.51405,2.5136,210613,10.3351,9.8756,0.459527,-0.0209401,100000
(S5; S7),2.34371,2.34402,183150,7.54407,4.5413,3.00276,-0.562861,100000
(S5; S8),2.22547,2.2258,165144,8.27057,5.89526,2.37531,-0.251947,100000
(S6; S7),2.51611,2.51545,210921,11.4821,5.63493,5.84721,-0.0775947,100000
(S6; S8),2.38785,2.38726,189972,9.52726,3.8087,5.71856,0.282774,100000
(S7; S8),2.76556,2.76574,254979,1.86906,1.19567,0.673389,0.374469,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.44671,2.44621,199469,8.92953,3.88528,5.04425,-0.778603,100000
(S1; S3),2.19066,2.1893,159771,6.56041,3.34723,3.21318,-0.367989,100000
(S1; S4),2.25872,2.25776,169920,3.67553,2.70952,0.966003,-0.755244,100000
(S1; S5),2.07886,2.07853,144015,5.63842,4.7217,0.91672,-0.659484,100000
(S1; S6),2.22258,2.2223,164627,6.28071,4.99232,1.2884,-0.0493883,100000
(S1; S7),2.25357,2.25284,169181,2.26409,2.20114,0.062956,-0.169159,100000
(S1; S8),2.13671,2.1364,152144,4.07406,2.98141,1.09265,-0.865994,100000
(S2; S3),2.34744,2.34706,183628,7.96781,5.70485,2.26296,0.24653,100000
(S2; S4),2.42061,2.42071,195330,1.61542,1.44061,0.174809,0.108234,100000
(S2; S5),2.22142,2.22209,164596,3.31606,3.12556,0.190499,0.31221,100000
(S2; S6),2.38067,2.38147,189055,7.06287,5.23405,1.82882,0.455106,100000
(S2; S7),2.41342,2.41377,194210,1.7729,0.436356,1.33655,0.79045,100000
(S2; S8),2.28795,2.28867,174602,2.84686,0.256001,2.59085,0.364783,100000
(S3; S4),2.48455,2.48359,205611,4.16106,3.47696,0.684104,-0.248828,100000
(S3; S5),2.10509,2.10482,147680,3.15895,2.17013,0.988828,0.205678,100000
(S3; S6),2.25513,2.25494,169497,9.8161,6.59296,3.22314,0.323082,100000
(S3; S7),2.28559,2.28495,174038,5.11503,2.92626,2.18877,0.76914,100000
(S3; S8),2.16791,2.16769,156635,8.03021,6.51076,1.51945,0.238466,100000
(S4; S5),2.17111,2.17129,157155,3.55486,3.094,0.460864,-0.263049,100000
(S4; S6),2.32363,2.3239,180022,8.90386,7.73368,1.17018,-0.144086,100000
(S4; S7),2.35611,2.35593,185015,1.28207,0.429777,0.852293,0.257754,100000
(S4; S8),2.23554,2.23576,166623,4.08129,2.22806,1.85323,-0.757226,100000
(S5; S6),2.51349,2.51444,210750,5.1736,3.63149,1.5421,0.424215,100000
(S5; S7),2.34739,2.34783,183746,3.8309,2.60747,1.22343,-0.0579058,100000
(S5; S8),2.22534,2.22614,165195,6.34988,4.50527,1.8446,-0.187773,100000
(S6; S7),2.51024,2.51079,210140,9.36786,6.68564,2.68222,0.269136,100000
(S6; S8),2.38098,2.38191,189123,10.75,5.60411,5.14588,-0.159608,100000
(S7; S8),2.76801,2.76857,255501,11.1401,3.64565,7.49447,-1.95717,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.44822,2.44903,199930,12.2784,8.38461,3.89377,-1.28609,100000
(S1; S3),2.19324,2.19284,160291,9.6556,8.46468,1.19092,-0.897583,100000
(S1; S4),2.259,2.26033,170306,4.96941,2.03751,2.9319,-1.34239,100000
(S1; S5),2.07898,2.08052,144295,12.7694,0.627842,12.1415,0.0293386,100000
(S1; S6),2.22711,2.22797,165466,8.1041,2.08347,6.02063,-0.737827,100000
(S1; S7),2.25421,2.25448,169427,4.89167,4.0111,0.880575,-0.746993,100000
(S1; S8),2.13732,2.13773,152334,8.003,4.26295,3.74004,-0.725422,100000
(S2; S3),2.34314,2.34178,182804,4.80515,3.38524,1.4199,-0.351572,100000
(S2; S4),2.41327,2.41374,194210,4.01013,2.13271,1.87742,-0.0369812,100000
(S2; S5),2.22188,2.22266,164680,7.57304,4.24976,3.32328,0.89451,100000
(S2; S6),2.38031,2.38029,188864,3.03263,2.09504,0.937596,0.380192,100000
(S2; S7),2.40997,2.4093,193493,5.04159,3.9852,1.05639,-0.182691,100000
(S2; S8),2.28341,2.28294,173730,3.55782,2.15592,1.4019,-0.584737,100000
(S3; S4),2.4776,2.47682,204492,9.26271,8.67513,0.587576,-0.265228,100000
(S3; S5),2.10399,2.10364,147521,18.5522,7.76403,10.7881,0.928762,100000
(S3; S6),2.25356,2.25238,169112,7.3647,2.78346,4.58124,1.07698,100000
(S3; S7),2.28524,2.28344,173804,2.91338,1.3598,1.55358,-0.326837,100000
(S3; S8),2.16609,2.16453,156176,4.98781,1.08213,3.90568,-1.10135,100000
(S4; S5),2.16938,2.1707,157070,7.71606,0.613409,7.10265,0.899359,100000
(S4; S6),2.31894,2.31952,179345,6.22021,1.49938,4.72082,1.12688,100000
(S4; S7),2.34889,2.34884,183904,4.87554,4.16767,0.70787,0.0968615,100000
(S4; S8),2.22699,2.22711,165338,7.4026,3.39912,4.00348,0.184411,100000
(S5; S6),2.51529,2.51631,211062,4.05183,3.87389,0.177945,-0.192412,100000
(S5; S7),2.35153,2.35185,184376,7.54164,5.92566,1.61598,-0.368212,100000
(S5; S8),2.22972,2.23018,165794,5.57731,5.52464,0.0526704,-0.000817362,100000
(S6; S7),2.51552,2.51496,210835,2.16658,1.09339,1.07319,-0.631511,100000
(S6; S8),2.384,2.38364,189394,2.76934,0.785683,1.98366,-0.274752,100000
(S7; S8),2.76448,2.76333,254534,10.7688,1.26058,9.50822,-0.857883,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.44778,2.44664,199538,7.10124,2.87497,4.22627,-1.00882,100000
(S1; S3),2.19432,2.19443,160521,5.16653,1.36136,3.80517,1.52736,100000
(S1; S4),2.25622,2.2569,169790,4.33362,3.27661,1.05701,0.447984,100000
(S1; S5),2.07567,2.07593,143655,10.9512,3.2807,7.67052,2.23997,100000
(S1; S6),2.22146,2.22103,164436,7.23926,2.47331,4.76595,1.70981,100000
(S1; S7),2.25461,2.25408,169364,3.82036,2.96949,0.85087,0.0414765,100000
(S1; S8),2.13761,2.13753,152304,7.30347,3.31889,3.98459,-0.51459,100000
(S2; S3),2.34599,2.34538,183364,5.64173,3.90439,1.73734,1.10987,100000
(S2; S4),2.40749,2.40747,193200,6.50789,5.27,1.23789,1.04438,100000
(S2; S5),2.21808,2.21767,163941,8.82867,3.7961,5.03257,1.61427,100000
(S2; S6),2.37183,2.37062,187334,5.96079,0.751869,5.20892,1.52618,100000
(S2; S7),2.40742,2.40609,192979,3.32519,1.11662,2.20857,1.04806,100000
(S2; S8),2.27815,2.27735,172880,4.40409,2.93412,1.46997,0.337657,100000
(S3; S4),2.47296,2.47422,204063,2.49521,2.27484,0.220366,0.280009,100000
(S3; S5),2.09856,2.09926,146900,7.39434,4.9349,2.45944,1.53543,100000
(S3; S6),2.2468,2.24681,168275,4.55011,2.73547,1.81463,0.271446,100000
(S3; S7),2.27741,2.27733,172876,3.39616,2.1594,1.23676,-1.05487,100000
(S3; S8),2.15686,2.15721,155120,3.00341,1.10901,1.8944,-1.23335,100000
(S4; S5),2.15393,2.15518,154832,7.76002,2.43774,5.32228,1.91939,100000
(S4; S6),2.30342,2.304,176953,5.44432,2.09232,3.352,1.08808,100000
(S4; S7),2.33769,2.33819,182242,3.48972,2.44607,1.04364,0.576995,100000
(S4; S8),2.21388,2.21479,163512,3.78031,1.5072,2.27311,-0.104204,100000
(S5; S6),2.51018,2.51038,210069,4.43725,3.57085,0.866401,-0.761017,100000
(S5; S7),2.34726,2.34736,183676,8.35649,5.00908,3.34741,-1.49869,100000
(S5; S8),2.22404,2.22457,164962,8.95892,6.01111,2.94781,-1.53491,100000
(S6; S7),2.50826,2.50755,209597,5.27952,0.550223,4.72929,-0.550453,100000
(S6; S8),2.37519,2.37499,188021,7.08204,1.93256,5.14949,-0.877884,100000
(S7; S8),2.76325,2.76291,254457,2.57246,2.03086,0.541602,-0.627475,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.45292,2.45331,200625,2.88365,0.966823,1.91682,-0.671658,100000
(S1; S3),2.2101,2.21049,162880,5.35897,2.10024,3.25873,1.57194,100000
(S1; S4),2.25894,2.25888,170085,2.31355,1.07708,1.23647,0.779504,100000
(S1; S5),2.09359,2.09299,146025,9.03026,5.6604,3.36986,1.47739,100000
(S1; S6),2.23444,2.23442,166423,4.58993,2.81837,1.77156,1.17505,100000
(S1; S7),2.26856,2.26842,171526,2.40897,1.07665,1.33232,0.477701,100000
(S1; S8),2.14825,2.14849,153868,3.33169,1.3554,1.97629,1.04416,100000
(S2; S3),2.36301,2.36375,186249,14.5624,2.8169,11.7455,2.54924,100000
(S2; S4),2.41417,2.41443,194318,5.81764,3.00909,2.80855,1.28549,100000
(S2; S5),2.24377,2.24344,167776,20.8289,10.8958,9.93303,2.32136,100000
(S2; S6),2.39158,2.39189,190709,7.89813,5.11634,2.78179,1.43934,100000
(S2; S7),2.42405,2.42424,195904,6.97551,3.58812,3.38739,0.776098,100000
(S2; S8),2.2968,2.29738,175937,6.42334,1.8487,4.57464,1.53964,100000
(S3; S4),2.4851,2.4854,205911,9.0602,6.19043,2.86977,-0.855055,100000
(S3; S5),2.12568,2.12539,150583,13.3023,5.96312,7.3392,0.0989301,100000
(S3; S6),2.26865,2.26899,171613,3.39652,2.29571,1.1008,-0.753329,100000
(S3; S7),2.29904,2.29926,176222,5.31012,1.98696,3.32316,-1.44986,100000
(S3; S8),2.17775,2.17833,158173,2.45272,0.840674,1.61205,-0.581712,100000
(S4; S5),2.17456,2.17384,157524,10.0568,8.25746,1.79936,0.172584,100000
(S4; S6),2.32256,2.32244,179796,7.86801,7.35848,0.509532,-0.51656,100000
(S4; S7),2.35456,2.35431,184762,5.0483,3.49572,1.55258,-0.889459,100000
(S4; S8),2.23052,2.23065,165864,6.13266,4.66294,1.46972,0.0349573,100000
(S5; S6),2.52434,2.52354,212280,7.75306,4.68676,3.0663,-1.0263,100000
(S5; S7),2.36588,2.36501,186447,9.9499,3.22425,6.72565,-1.36707,100000
(S5; S8),2.23892,2.23847,167030,8.46612,5.74819,2.71793,0.0720776,100000
(S6; S7),2.52238,2.52216,212046,4.68326,1.30405,3.37922,-0.840678,100000
(S6; S8),2.38875,2.38895,190237,2.75329,0.862361,1.89093,-0.368851,100000
(S7; S8),2.76731,2.76739,255283,5.71228,3.27147,2.4408,1.14656,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.43908,2.43751,198050,4.30393,0.928341,3.37558,-1.31742,100000
(S1; S3),2.17366,2.17243,157318,4.66187,0.249845,4.41203,-1.34522,100000
(S1; S4),2.2353,2.23383,166336,3.07718,0.118163,2.95902,-1.41363,100000
(S1; S5),2.05658,2.05693,141037,4.39073,2.90337,1.48736,0.267818,100000
(S1; S6),2.20918,2.20913,162683,5.43965,3.92064,1.51901,-0.127603,100000
(S1; S7),2.24621,2.24594,168146,7.90954,3.32386,4.58568,0.609767,100000
(S1; S8),2.11844,2.11758,149477,7.31722,5.07945,2.23778,0.829059,100000
(S2; S3),2.32808,2.32701,180502,5.89094,0.776429,5.11451,-0.131985,100000
(S2; S4),2.39758,2.39625,191403,0.750016,0.521972,0.228044,-0.0530015,100000
(S2; S5),2.20386,2.20446,161993,6.37378,4.27033,2.10345,1.34455,100000
(S2; S6),2.36678,2.36697,186760,16.2621,7.56826,8.69379,2.06995,100000
(S2; S7),2.40741,2.40737,193186,10.5903,2.6425,7.94781,1.82926,100000
(S2; S8),2.26846,2.26777,171430,8.88448,4.02224,4.86225,1.86558,100000
(S3; S4),2.46611,2.46495,202535,5.66934,0.58504,5.0843,0.225607,100000
(S3; S5),2.08215,2.08288,144618,3.97807,2.76422,1.21385,0.914798,100000
(S3; S6),2.23362,2.23398,166362,10.7525,4.22933,6.52312,1.7561,100000
(S3; S7),2.27178,2.27193,172062,9.60383,3.56651,6.03732,1.61371,100000
(S3; S8),2.14148,2.14101,152805,10.9584,6.01145,4.94694,1.36999,100000
(S4; S5),2.1434,2.14396,153225,9.28735,2.6855,6.60185,1.21989,100000
(S4; S6),2.29982,2.29997,176334,9.09602,4.19928,4.89674,2.18488,100000
(S4; S7),2.33415,2.33409,181604,7.7584,2.46786,5.29053,2.23159,100000
(S4; S8),2.20096,2.20027,161380,11.3724,4.13156,7.24082,2.49049,100000
(S5; S6),2.49656,2.49879,208135,6.58839,1.08226,5.50612,0.246887,100000
(S5; S7),2.33599,2.33785,182190,3.9837,2.72128,1.26242,-0.261002,100000
(S5; S8),2.20234,2.20347,161852,6.84336,5.9234,0.919957,-0.616747,100000
(S6; S7),2.50692,2.50845,209750,8.61227,7.43108,1.18119,-0.683083,100000
(S6; S8),2.36413,2.3649,186436,12.6131,10.8342,1.77886,-1.1091,100000
(S7; S8),2.75438,2.75502,253008,8.49109,3.54114,4.94995,-0.421577,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.43676,2.43634,197863,10.7259,1.38109,9.34477,1.04962,100000
(S1; S3),2.18947,2.18854,159662,6.40117,0.37911,6.02206,-1.3021,100000
(S1; S4),2.24702,2.24562,168098,4.97862,1.09684,3.88178,-1.55064,100000
(S1; S5),2.07283,2.07353,143323,7.79042,6.33934,1.45108,0.92734,100000
(S1; S6),2.22087,2.22039,164339,1.43072,0.340607,1.09011,-0.00302799,100000
(S1; S7),2.2486,2.2484,168515,5.06836,1.0396,4.02875,0.0353538,100000
(S1; S8),2.13056,2.13065,151327,7.16013,1.57838,5.58175,1.42368,100000
(S2; S3),2.34422,2.34371,183105,6.19879,2.95278,3.24601,-1.49292,100000
(S2; S4),2.40816,2.40716,193151,6.39943,4.4995,1.89993,-1.25746,100000
(S2; S5),2.2223,2.22351,164803,5.46981,3.71491,1.7549,-0.028984,100000
(S2; S6),2.37952,2.3795,188735,3.50668,0.612944,2.89373,-0.783487,100000
(S2; S7),2.40916,2.40944,193518,6.77759,2.38259,4.395,-0.466751,100000
(S2; S8),2.28247,2.28304,173747,9.15706,1.68036,7.4767,1.09531,100000
(S3; S4),2.47766,2.47601,204357,3.28283,0.877538,2.4053,0.206906,100000
(S3; S5),2.11276,2.11339,148887,11.4083,9.26521,2.14305,0.29408,100000
(S3; S6),2.26072,2.26012,170275,2.54547,1.23563,1.30984,-0.94995,100000
(S3; S7),2.28972,2.2894,174717,3.35865,1.2048,2.15386,0.231582,100000
(S3; S8),2.17073,2.17072,157073,5.77847,2.31484,3.46363,1.48295,100000
(S4; S5),2.16601,2.16624,156427,14.8475,12.8901,1.95745,0.940905,100000
(S4; S6),2.31962,2.31856,179194,2.98449,2.91179,0.0727001,-0.156905,100000
(S4; S7),2.35019,2.34942,183995,6.77316,3.72394,3.04922,1.31108,100000
(S4; S8),2.22687,2.22644,165240,10.3802,5.05375,5.32642,2.08838,100000
(S5; S6),2.51925,2.52053,211773,15.2455,7.65722,7.58827,-1.34888,100000
(S5; S7),2.34989,2.35137,184302,9.23514,7.33781,1.89733,-0.0648669,100000
(S5; S8),2.2229,2.22459,164964,8.93905,3.67438,5.26467,0.831093,100000
(S6; S7),2.51707,2.51726,211221,2.45834,1.01529,1.44305,0.188072,100000
